grievance_id,title,description,category_name,category_id,department_code,urgency_level,district,state,status,support_count
IND-GRV-1015,Road Damage & Potholes report in Kanchipuram,"Missing manhole cover on foot path near Guindy bus stop creates immediate life hazard for pedestrians. (Ref Ward-175, Kanchipuram)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Kanchipuram,Tamil Nadu,RESOLVED,38
IND-GRV-1016,Road Damage & Potholes report in Avadi,"Tar layer washed away creating huge crater in T. Nagar Usman road junction. (Ref Ward-187, Avadi)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Avadi,Tamil Nadu,IN_PROGRESS,10
IND-GRV-1017,Road Damage & Potholes report in Tambaram,"Pothole filled with rainwater causing vehicle damage near Chromepet main road. (Ref Ward-70, Tambaram)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Tambaram,Tamil Nadu,IN_PROGRESS,43
IND-GRV-1018,Road Damage & Potholes report in Tiruvallur,"Bitumen surface damaged with multiple deep ruts near Tambaram railway station flyover. (Ref Ward-197, Tiruvallur)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Tiruvallur,Tamil Nadu,RESOLVED,14
IND-GRV-1019,Road Damage & Potholes report in Tiruvallur,"Dangerous deep pothole on Anna Salai near Thousand Lights metro station causing traffic blockage and accidents. (Ref Ward-81, Tiruvallur)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Tiruvallur,Tamil Nadu,SUBMITTED,17
IND-GRV-1020,Road Damage & Potholes report in Chennai South,"Road completely broken and uneven after recent heavy rains in Velachery main road, severe danger for two-wheelers. (Ref Ward-146, Chennai South)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Chennai South,Tamil Nadu,CLOSED,13
IND-GRV-1021,Road Damage & Potholes report in Tambaram,"Pothole filled with rainwater causing vehicle damage near Chromepet main road. (Ref Ward-165, Tambaram)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Tambaram,Tamil Nadu,SUBMITTED,9
IND-GRV-1022,Road Damage & Potholes report in Chennai South,"Missing manhole cover on foot path near Guindy bus stop creates immediate life hazard for pedestrians. (Ref Ward-64, Chennai South)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Chennai South,Tamil Nadu,CLOSED,37
IND-GRV-1023,Road Damage & Potholes report in Avadi,"Caved-in road surface near Adyar signal blocking bus lane during peak hours. (Ref Ward-103, Avadi)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Avadi,Tamil Nadu,CLOSED,14
IND-GRV-1024,Road Damage & Potholes report in Avadi,"Tar layer washed away creating huge crater in T. Nagar Usman road junction. (Ref Ward-127, Avadi)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Avadi,Tamil Nadu,RESOLVED,3
IND-GRV-1025,Road Damage & Potholes report in Chennai South,"Road completely broken and uneven after recent heavy rains in Velachery main road, severe danger for two-wheelers. (Ref Ward-161, Chennai South)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Chennai South,Tamil Nadu,IN_PROGRESS,43
IND-GRV-1026,Road Damage & Potholes report in Avadi,"Caved-in road surface near Adyar signal blocking bus lane during peak hours. (Ref Ward-17, Avadi)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Avadi,Tamil Nadu,SUBMITTED,24
IND-GRV-1027,Road Damage & Potholes report in Avadi,"Pothole filled with rainwater causing vehicle damage near Chromepet main road. (Ref Ward-65, Avadi)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Avadi,Tamil Nadu,RESOLVED,43
IND-GRV-1028,Road Damage & Potholes report in Kanchipuram,"Road completely broken and uneven after recent heavy rains in Velachery main road, severe danger for two-wheelers. (Ref Ward-138, Kanchipuram)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Kanchipuram,Tamil Nadu,CLOSED,41
IND-GRV-1029,Road Damage & Potholes report in Chennai Central,"Bitumen surface damaged with multiple deep ruts near Tambaram railway station flyover. (Ref Ward-76, Chennai Central)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Chennai Central,Tamil Nadu,SUBMITTED,10
IND-GRV-1030,Road Damage & Potholes report in Chennai Central,"Pothole filled with rainwater causing vehicle damage near Chromepet main road. (Ref Ward-185, Chennai Central)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Chennai Central,Tamil Nadu,CLOSED,32
IND-GRV-1031,Road Damage & Potholes report in Avadi,"Tar layer washed away creating huge crater in T. Nagar Usman road junction. (Ref Ward-28, Avadi)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Avadi,Tamil Nadu,CLOSED,40
IND-GRV-1032,Road Damage & Potholes report in Chennai South,"Unpaved road construction left incomplete for 3 months causing severe dust pollution in Perungudi. (Ref Ward-96, Chennai South)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Chennai South,Tamil Nadu,IN_PROGRESS,34
IND-GRV-1033,Road Damage & Potholes report in Avadi,"Dangerous deep pothole on Anna Salai near Thousand Lights metro station causing traffic blockage and accidents. (Ref Ward-83, Avadi)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Avadi,Tamil Nadu,SUBMITTED,1
IND-GRV-1034,Road Damage & Potholes report in Chennai North,"Road completely broken and uneven after recent heavy rains in Velachery main road, severe danger for two-wheelers. (Ref Ward-79, Chennai North)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Chennai North,Tamil Nadu,IN_PROGRESS,3
IND-GRV-1035,Road Damage & Potholes report in Avadi,"Unpaved road construction left incomplete for 3 months causing severe dust pollution in Perungudi. (Ref Ward-21, Avadi)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Avadi,Tamil Nadu,RESOLVED,31
IND-GRV-1036,Road Damage & Potholes report in Tiruvallur,"Road completely broken and uneven after recent heavy rains in Velachery main road, severe danger for two-wheelers. (Ref Ward-137, Tiruvallur)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Tiruvallur,Tamil Nadu,IN_PROGRESS,8
IND-GRV-1037,Road Damage & Potholes report in Avadi,"Pothole filled with rainwater causing vehicle damage near Chromepet main road. (Ref Ward-43, Avadi)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Avadi,Tamil Nadu,CLOSED,33
IND-GRV-1038,Road Damage & Potholes report in Chennai South,"Caved-in road surface near Adyar signal blocking bus lane during peak hours. (Ref Ward-139, Chennai South)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Chennai South,Tamil Nadu,IN_PROGRESS,45
IND-GRV-1039,Road Damage & Potholes report in Tambaram,"Missing manhole cover on foot path near Guindy bus stop creates immediate life hazard for pedestrians. (Ref Ward-172, Tambaram)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Tambaram,Tamil Nadu,CLOSED,28
IND-GRV-1040,Road Damage & Potholes report in Chennai Central,"Pothole filled with rainwater causing vehicle damage near Chromepet main road. (Ref Ward-64, Chennai Central)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Chennai Central,Tamil Nadu,IN_PROGRESS,4
IND-GRV-1041,Road Damage & Potholes report in Chennai Central,"Bitumen surface damaged with multiple deep ruts near Tambaram railway station flyover. (Ref Ward-151, Chennai Central)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Chennai Central,Tamil Nadu,IN_PROGRESS,37
IND-GRV-1042,Road Damage & Potholes report in Chennai Central,"Unpaved road construction left incomplete for 3 months causing severe dust pollution in Perungudi. (Ref Ward-19, Chennai Central)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Chennai Central,Tamil Nadu,RESOLVED,14
IND-GRV-1043,Road Damage & Potholes report in Chennai Central,"Road completely broken and uneven after recent heavy rains in Velachery main road, severe danger for two-wheelers. (Ref Ward-85, Chennai Central)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Chennai Central,Tamil Nadu,RESOLVED,32
IND-GRV-1044,Road Damage & Potholes report in Chennai North,"Unpaved road construction left incomplete for 3 months causing severe dust pollution in Perungudi. (Ref Ward-172, Chennai North)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Chennai North,Tamil Nadu,SUBMITTED,13
IND-GRV-1045,Road Damage & Potholes report in Kanchipuram,"Tar layer washed away creating huge crater in T. Nagar Usman road junction. (Ref Ward-147, Kanchipuram)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Kanchipuram,Tamil Nadu,SUBMITTED,15
IND-GRV-1046,Road Damage & Potholes report in Tiruvallur,"Pothole filled with rainwater causing vehicle damage near Chromepet main road. (Ref Ward-105, Tiruvallur)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Tiruvallur,Tamil Nadu,IN_PROGRESS,6
IND-GRV-1047,Road Damage & Potholes report in Kanchipuram,"Road completely broken and uneven after recent heavy rains in Velachery main road, severe danger for two-wheelers. (Ref Ward-111, Kanchipuram)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Kanchipuram,Tamil Nadu,CLOSED,27
IND-GRV-1048,Road Damage & Potholes report in Tambaram,"Caved-in road surface near Adyar signal blocking bus lane during peak hours. (Ref Ward-187, Tambaram)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Tambaram,Tamil Nadu,RESOLVED,43
IND-GRV-1049,Road Damage & Potholes report in Chennai Central,"Road completely broken and uneven after recent heavy rains in Velachery main road, severe danger for two-wheelers. (Ref Ward-104, Chennai Central)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Chennai Central,Tamil Nadu,CLOSED,6
IND-GRV-1050,Road Damage & Potholes report in Chennai South,"Unpaved road construction left incomplete for 3 months causing severe dust pollution in Perungudi. (Ref Ward-49, Chennai South)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Chennai South,Tamil Nadu,SUBMITTED,8
IND-GRV-1051,Road Damage & Potholes report in Chennai South,"Caved-in road surface near Adyar signal blocking bus lane during peak hours. (Ref Ward-72, Chennai South)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Chennai South,Tamil Nadu,SUBMITTED,15
IND-GRV-1052,Road Damage & Potholes report in Tambaram,"Road completely broken and uneven after recent heavy rains in Velachery main road, severe danger for two-wheelers. (Ref Ward-141, Tambaram)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Tambaram,Tamil Nadu,RESOLVED,3
IND-GRV-1053,Road Damage & Potholes report in Chennai Central,"Dangerous deep pothole on Anna Salai near Thousand Lights metro station causing traffic blockage and accidents. (Ref Ward-193, Chennai Central)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Chennai Central,Tamil Nadu,IN_PROGRESS,10
IND-GRV-1054,Road Damage & Potholes report in Tambaram,"Caved-in road surface near Adyar signal blocking bus lane during peak hours. (Ref Ward-124, Tambaram)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Tambaram,Tamil Nadu,IN_PROGRESS,25
IND-GRV-1055,Road Damage & Potholes report in Chennai South,"Dangerous deep pothole on Anna Salai near Thousand Lights metro station causing traffic blockage and accidents. (Ref Ward-98, Chennai South)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Chennai South,Tamil Nadu,RESOLVED,24
IND-GRV-1056,Road Damage & Potholes report in Tiruvallur,"Missing manhole cover on foot path near Guindy bus stop creates immediate life hazard for pedestrians. (Ref Ward-117, Tiruvallur)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Tiruvallur,Tamil Nadu,CLOSED,27
IND-GRV-1057,Road Damage & Potholes report in Chennai South,"Pothole filled with rainwater causing vehicle damage near Chromepet main road. (Ref Ward-49, Chennai South)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Chennai South,Tamil Nadu,CLOSED,13
IND-GRV-1058,Road Damage & Potholes report in Avadi,"Dangerous deep pothole on Anna Salai near Thousand Lights metro station causing traffic blockage and accidents. (Ref Ward-189, Avadi)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Avadi,Tamil Nadu,RESOLVED,20
IND-GRV-1059,Road Damage & Potholes report in Chennai Central,"Dangerous deep pothole on Anna Salai near Thousand Lights metro station causing traffic blockage and accidents. (Ref Ward-150, Chennai Central)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Chennai Central,Tamil Nadu,SUBMITTED,32
IND-GRV-1060,Road Damage & Potholes report in Chennai Central,"Tar layer washed away creating huge crater in T. Nagar Usman road junction. (Ref Ward-131, Chennai Central)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Chennai Central,Tamil Nadu,RESOLVED,11
IND-GRV-1061,Road Damage & Potholes report in Avadi,"Road completely broken and uneven after recent heavy rains in Velachery main road, severe danger for two-wheelers. (Ref Ward-18, Avadi)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Avadi,Tamil Nadu,IN_PROGRESS,25
IND-GRV-1062,Road Damage & Potholes report in Avadi,"Road completely broken and uneven after recent heavy rains in Velachery main road, severe danger for two-wheelers. (Ref Ward-64, Avadi)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Avadi,Tamil Nadu,RESOLVED,39
IND-GRV-1063,Road Damage & Potholes report in Tambaram,"Road completely broken and uneven after recent heavy rains in Velachery main road, severe danger for two-wheelers. (Ref Ward-169, Tambaram)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Tambaram,Tamil Nadu,CLOSED,16
IND-GRV-1064,Road Damage & Potholes report in Kanchipuram,"Unpaved road construction left incomplete for 3 months causing severe dust pollution in Perungudi. (Ref Ward-184, Kanchipuram)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Kanchipuram,Tamil Nadu,CLOSED,15
IND-GRV-1065,Road Damage & Potholes report in Tambaram,"Missing manhole cover on foot path near Guindy bus stop creates immediate life hazard for pedestrians. (Ref Ward-34, Tambaram)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Tambaram,Tamil Nadu,CLOSED,29
IND-GRV-1066,Road Damage & Potholes report in Tiruvallur,"Bitumen surface damaged with multiple deep ruts near Tambaram railway station flyover. (Ref Ward-19, Tiruvallur)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Tiruvallur,Tamil Nadu,RESOLVED,29
IND-GRV-1067,Road Damage & Potholes report in Chennai Central,"Road completely broken and uneven after recent heavy rains in Velachery main road, severe danger for two-wheelers. (Ref Ward-138, Chennai Central)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Chennai Central,Tamil Nadu,IN_PROGRESS,32
IND-GRV-1068,Road Damage & Potholes report in Chennai South,"Missing manhole cover on foot path near Guindy bus stop creates immediate life hazard for pedestrians. (Ref Ward-90, Chennai South)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Chennai South,Tamil Nadu,RESOLVED,15
IND-GRV-1069,Road Damage & Potholes report in Chennai North,"Bitumen surface damaged with multiple deep ruts near Tambaram railway station flyover. (Ref Ward-41, Chennai North)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Chennai North,Tamil Nadu,SUBMITTED,34
IND-GRV-1070,Road Damage & Potholes report in Avadi,"Missing manhole cover on foot path near Guindy bus stop creates immediate life hazard for pedestrians. (Ref Ward-168, Avadi)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Avadi,Tamil Nadu,RESOLVED,42
IND-GRV-1071,Road Damage & Potholes report in Kanchipuram,"Missing manhole cover on foot path near Guindy bus stop creates immediate life hazard for pedestrians. (Ref Ward-27, Kanchipuram)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Kanchipuram,Tamil Nadu,IN_PROGRESS,16
IND-GRV-1072,Road Damage & Potholes report in Chennai Central,"Road completely broken and uneven after recent heavy rains in Velachery main road, severe danger for two-wheelers. (Ref Ward-191, Chennai Central)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Chennai Central,Tamil Nadu,IN_PROGRESS,17
IND-GRV-1073,Road Damage & Potholes report in Avadi,"Missing manhole cover on foot path near Guindy bus stop creates immediate life hazard for pedestrians. (Ref Ward-54, Avadi)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Avadi,Tamil Nadu,CLOSED,13
IND-GRV-1074,Road Damage & Potholes report in Avadi,"Missing manhole cover on foot path near Guindy bus stop creates immediate life hazard for pedestrians. (Ref Ward-126, Avadi)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Avadi,Tamil Nadu,CLOSED,3
IND-GRV-1075,Road Damage & Potholes report in Kanchipuram,"Road completely broken and uneven after recent heavy rains in Velachery main road, severe danger for two-wheelers. (Ref Ward-109, Kanchipuram)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Kanchipuram,Tamil Nadu,CLOSED,2
IND-GRV-1076,Road Damage & Potholes report in Chennai North,"Dangerous deep pothole on Anna Salai near Thousand Lights metro station causing traffic blockage and accidents. (Ref Ward-198, Chennai North)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Chennai North,Tamil Nadu,IN_PROGRESS,40
IND-GRV-1077,Road Damage & Potholes report in Chennai South,"Missing manhole cover on foot path near Guindy bus stop creates immediate life hazard for pedestrians. (Ref Ward-190, Chennai South)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Chennai South,Tamil Nadu,SUBMITTED,35
IND-GRV-1078,Road Damage & Potholes report in Avadi,"Caved-in road surface near Adyar signal blocking bus lane during peak hours. (Ref Ward-3, Avadi)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Avadi,Tamil Nadu,RESOLVED,4
IND-GRV-1079,Road Damage & Potholes report in Avadi,"Tar layer washed away creating huge crater in T. Nagar Usman road junction. (Ref Ward-10, Avadi)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Avadi,Tamil Nadu,CLOSED,37
IND-GRV-1080,Road Damage & Potholes report in Tambaram,"Tar layer washed away creating huge crater in T. Nagar Usman road junction. (Ref Ward-33, Tambaram)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Tambaram,Tamil Nadu,RESOLVED,19
IND-GRV-1081,Road Damage & Potholes report in Tiruvallur,"Bitumen surface damaged with multiple deep ruts near Tambaram railway station flyover. (Ref Ward-11, Tiruvallur)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Tiruvallur,Tamil Nadu,CLOSED,13
IND-GRV-1082,Road Damage & Potholes report in Kanchipuram,"Unpaved road construction left incomplete for 3 months causing severe dust pollution in Perungudi. (Ref Ward-27, Kanchipuram)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Kanchipuram,Tamil Nadu,CLOSED,35
IND-GRV-1083,Road Damage & Potholes report in Avadi,"Caved-in road surface near Adyar signal blocking bus lane during peak hours. (Ref Ward-192, Avadi)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Avadi,Tamil Nadu,IN_PROGRESS,15
IND-GRV-1084,Road Damage & Potholes report in Tiruvallur,"Tar layer washed away creating huge crater in T. Nagar Usman road junction. (Ref Ward-46, Tiruvallur)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Tiruvallur,Tamil Nadu,SUBMITTED,1
IND-GRV-1085,Road Damage & Potholes report in Kanchipuram,"Tar layer washed away creating huge crater in T. Nagar Usman road junction. (Ref Ward-86, Kanchipuram)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Kanchipuram,Tamil Nadu,SUBMITTED,42
IND-GRV-1086,Road Damage & Potholes report in Chennai North,"Unpaved road construction left incomplete for 3 months causing severe dust pollution in Perungudi. (Ref Ward-41, Chennai North)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Chennai North,Tamil Nadu,RESOLVED,24
IND-GRV-1087,Road Damage & Potholes report in Tiruvallur,"Dangerous deep pothole on Anna Salai near Thousand Lights metro station causing traffic blockage and accidents. (Ref Ward-121, Tiruvallur)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Tiruvallur,Tamil Nadu,IN_PROGRESS,12
IND-GRV-1088,Road Damage & Potholes report in Chennai North,"Pothole filled with rainwater causing vehicle damage near Chromepet main road. (Ref Ward-79, Chennai North)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Chennai North,Tamil Nadu,IN_PROGRESS,14
IND-GRV-1089,Road Damage & Potholes report in Kanchipuram,"Dangerous deep pothole on Anna Salai near Thousand Lights metro station causing traffic blockage and accidents. (Ref Ward-50, Kanchipuram)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Kanchipuram,Tamil Nadu,SUBMITTED,21
IND-GRV-1090,Road Damage & Potholes report in Tiruvallur,"Missing manhole cover on foot path near Guindy bus stop creates immediate life hazard for pedestrians. (Ref Ward-18, Tiruvallur)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Tiruvallur,Tamil Nadu,CLOSED,22
IND-GRV-1091,Road Damage & Potholes report in Kanchipuram,"Caved-in road surface near Adyar signal blocking bus lane during peak hours. (Ref Ward-138, Kanchipuram)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Kanchipuram,Tamil Nadu,CLOSED,1
IND-GRV-1092,Road Damage & Potholes report in Chennai North,"Road completely broken and uneven after recent heavy rains in Velachery main road, severe danger for two-wheelers. (Ref Ward-46, Chennai North)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Chennai North,Tamil Nadu,CLOSED,2
IND-GRV-1093,Road Damage & Potholes report in Avadi,"Road completely broken and uneven after recent heavy rains in Velachery main road, severe danger for two-wheelers. (Ref Ward-112, Avadi)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Avadi,Tamil Nadu,CLOSED,20
IND-GRV-1094,Road Damage & Potholes report in Avadi,"Caved-in road surface near Adyar signal blocking bus lane during peak hours. (Ref Ward-131, Avadi)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Avadi,Tamil Nadu,RESOLVED,24
IND-GRV-1095,Road Damage & Potholes report in Chennai North,"Unpaved road construction left incomplete for 3 months causing severe dust pollution in Perungudi. (Ref Ward-12, Chennai North)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Chennai North,Tamil Nadu,SUBMITTED,0
IND-GRV-1096,Road Damage & Potholes report in Chennai North,"Unpaved road construction left incomplete for 3 months causing severe dust pollution in Perungudi. (Ref Ward-111, Chennai North)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Chennai North,Tamil Nadu,RESOLVED,42
IND-GRV-1097,Road Damage & Potholes report in Avadi,"Bitumen surface damaged with multiple deep ruts near Tambaram railway station flyover. (Ref Ward-81, Avadi)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Avadi,Tamil Nadu,RESOLVED,19
IND-GRV-1098,Road Damage & Potholes report in Kanchipuram,"Missing manhole cover on foot path near Guindy bus stop creates immediate life hazard for pedestrians. (Ref Ward-105, Kanchipuram)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Kanchipuram,Tamil Nadu,CLOSED,25
IND-GRV-1099,Road Damage & Potholes report in Avadi,"Missing manhole cover on foot path near Guindy bus stop creates immediate life hazard for pedestrians. (Ref Ward-33, Avadi)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Avadi,Tamil Nadu,IN_PROGRESS,26
IND-GRV-1100,Road Damage & Potholes report in Kanchipuram,"Caved-in road surface near Adyar signal blocking bus lane during peak hours. (Ref Ward-192, Kanchipuram)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Kanchipuram,Tamil Nadu,IN_PROGRESS,39
IND-GRV-1101,Road Damage & Potholes report in Tambaram,"Missing manhole cover on foot path near Guindy bus stop creates immediate life hazard for pedestrians. (Ref Ward-141, Tambaram)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Tambaram,Tamil Nadu,RESOLVED,19
IND-GRV-1102,Road Damage & Potholes report in Chennai South,"Missing manhole cover on foot path near Guindy bus stop creates immediate life hazard for pedestrians. (Ref Ward-111, Chennai South)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Chennai South,Tamil Nadu,CLOSED,29
