grievance_id,title,description,category_name,category_id,department_code,urgency_level,district,state,status,support_count
IND-GRV-3920,Water Supply Contamination / Burst report in Chennai South,"Low water pressure in municipal supply line affecting upper floor flats in KK Nagar. (Ref Ward-66, Chennai South)",Water Supply Contamination / Burst,water,DEPT_WATER,CRITICAL,Chennai South,Tamil Nadu,IN_PROGRESS,44
IND-GRV-5249,Public Infrastructure Damage report in Tiruvallur,"Vandalized public bench and playground equipment in Nageswara Rao park Mylapore. (Ref Ward-193, Tiruvallur)",Public Infrastructure Damage,infrastructure,DEPT_WORKS,MEDIUM,Tiruvallur,Tamil Nadu,SUBMITTED,11
IND-GRV-4731,Streetlights & Electrical Hazards report in Tambaram,"Multiple streetlights non-functional on GST road near airport creating dark zone and safety hazard. (Ref Ward-126, Tambaram)",Streetlights & Electrical Hazards,streetlights,DEPT_ELECTRICITY,HIGH,Tambaram,Tamil Nadu,IN_PROGRESS,8
IND-GRV-4629,Streetlights & Electrical Hazards report in Tambaram,"Multiple streetlights non-functional on GST road near airport creating dark zone and safety hazard. (Ref Ward-49, Tambaram)",Streetlights & Electrical Hazards,streetlights,DEPT_ELECTRICITY,HIGH,Tambaram,Tamil Nadu,RESOLVED,36
IND-GRV-5093,Public Infrastructure Damage report in Tiruvallur,"Damaged public bus shelter roof collapsed partially near Koyambedu flyover. (Ref Ward-151, Tiruvallur)",Public Infrastructure Damage,infrastructure,DEPT_WORKS,MEDIUM,Tiruvallur,Tamil Nadu,CLOSED,41
IND-GRV-1349,Road Damage & Potholes report in Kanchipuram,"Road completely broken and uneven after recent heavy rains in Velachery main road, severe danger for two-wheelers. (Ref Ward-133, Kanchipuram)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Kanchipuram,Tamil Nadu,RESOLVED,18
IND-GRV-5639,Other / General Municipal Operations report in Tambaram,"Illegal street hawker encroaching complete sidewalk near Egmore railway station entrance. (Ref Ward-174, Tambaram)",Other / General Municipal Operations,other,DEPT_GENERAL,LOW,Tambaram,Tamil Nadu,CLOSED,43
IND-GRV-3213,Garbage & Waste Disposal report in Tiruvallur,"Trash overflowing from public dustbins onto pedestrian walkway near Egmore station. (Ref Ward-131, Tiruvallur)",Garbage & Waste Disposal,garbage,DEPT_SANITATION,MEDIUM,Tiruvallur,Tamil Nadu,SUBMITTED,35
IND-GRV-5944,Other / General Municipal Operations report in Chennai South,"Mosquito fogging request for ward 125 following dengue cases in Mylapore. (Ref Ward-75, Chennai South)",Other / General Municipal Operations,other,DEPT_GENERAL,LOW,Chennai South,Tamil Nadu,SUBMITTED,29
IND-GRV-3819,Water Supply Contamination / Burst report in Chennai South,"Public water tanker supply delayed by 3 days in Sholinganallur area. (Ref Ward-42, Chennai South)",Water Supply Contamination / Burst,water,DEPT_WATER,CRITICAL,Chennai South,Tamil Nadu,SUBMITTED,43
IND-GRV-2544,Garbage & Waste Disposal report in Chennai Central,"Plastic and organic waste pile burning in open air in Madipakkam releasing toxic smoke. (Ref Ward-191, Chennai Central)",Garbage & Waste Disposal,garbage,DEPT_SANITATION,MEDIUM,Chennai Central,Tamil Nadu,RESOLVED,14
IND-GRV-5252,Public Infrastructure Damage report in Tambaram,"Damaged public bus shelter roof collapsed partially near Koyambedu flyover. (Ref Ward-111, Tambaram)",Public Infrastructure Damage,infrastructure,DEPT_WORKS,MEDIUM,Tambaram,Tamil Nadu,SUBMITTED,27
IND-GRV-1676,Road Damage & Potholes report in Chennai Central,"Caved-in road surface near Adyar signal blocking bus lane during peak hours. (Ref Ward-62, Chennai Central)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Chennai Central,Tamil Nadu,SUBMITTED,40
IND-GRV-1820,Drainage & Sewage Overflow report in Tiruvallur,"Drainage chamber clogged with plastic waste causing backup into ground floor houses in Mylapore. (Ref Ward-57, Tiruvallur)",Drainage & Sewage Overflow,drainage,DEPT_DRAINAGE,CRITICAL,Tiruvallur,Tamil Nadu,IN_PROGRESS,43
IND-GRV-4431,Streetlights & Electrical Hazards report in Chennai Central,"Streetlight pole rusted at base and tilting precariously near Mylapore tank road. (Ref Ward-45, Chennai Central)",Streetlights & Electrical Hazards,streetlights,DEPT_ELECTRICITY,HIGH,Chennai Central,Tamil Nadu,SUBMITTED,35
IND-GRV-1883,Drainage & Sewage Overflow report in Tiruvallur,"Drainage vault cover broken spilling stinking sludge near West Mambalam. (Ref Ward-108, Tiruvallur)",Drainage & Sewage Overflow,drainage,DEPT_DRAINAGE,CRITICAL,Tiruvallur,Tamil Nadu,IN_PROGRESS,7
IND-GRV-2737,Garbage & Waste Disposal report in Avadi,"Garbage collection vehicle skipping door-to-door service in Porur for 5 consecutive days. (Ref Ward-17, Avadi)",Garbage & Waste Disposal,garbage,DEPT_SANITATION,MEDIUM,Avadi,Tamil Nadu,CLOSED,41
IND-GRV-4917,Public Infrastructure Damage report in Tambaram,"Public toilet door broken and plumbing vandalized near Royapuram market. (Ref Ward-192, Tambaram)",Public Infrastructure Damage,infrastructure,DEPT_WORKS,MEDIUM,Tambaram,Tamil Nadu,RESOLVED,41
IND-GRV-4983,Public Infrastructure Damage report in Avadi,"Damaged public bus shelter roof collapsed partially near Koyambedu flyover. (Ref Ward-43, Avadi)",Public Infrastructure Damage,infrastructure,DEPT_WORKS,MEDIUM,Avadi,Tamil Nadu,SUBMITTED,25
IND-GRV-6139,Other / General Municipal Operations report in Tiruvallur,"Noise pollution from unauthorized heavy loudspeaker usage late night in T. Nagar. (Ref Ward-100, Tiruvallur)",Other / General Municipal Operations,other,DEPT_GENERAL,LOW,Tiruvallur,Tamil Nadu,IN_PROGRESS,22
IND-GRV-5556,Other / General Municipal Operations report in Avadi,"Unauthorized tree branch cutting obstructing overhead telecom cables in Mandaveli. (Ref Ward-159, Avadi)",Other / General Municipal Operations,other,DEPT_GENERAL,LOW,Avadi,Tamil Nadu,CLOSED,39
IND-GRV-1575,Road Damage & Potholes report in Chennai North,"Dangerous deep pothole on Anna Salai near Thousand Lights metro station causing traffic blockage and accidents. (Ref Ward-106, Chennai North)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Chennai North,Tamil Nadu,SUBMITTED,5
IND-GRV-2235,Drainage & Sewage Overflow report in Kanchipuram,"Drainage vault cover broken spilling stinking sludge near West Mambalam. (Ref Ward-167, Kanchipuram)",Drainage & Sewage Overflow,drainage,DEPT_DRAINAGE,CRITICAL,Kanchipuram,Tamil Nadu,CLOSED,11
IND-GRV-3554,Water Supply Contamination / Burst report in Chennai North,"Water distribution pipe valve broken causing continuous gushing near Park Town. (Ref Ward-168, Chennai North)",Water Supply Contamination / Burst,water,DEPT_WATER,CRITICAL,Chennai North,Tamil Nadu,RESOLVED,2
IND-GRV-2357,Drainage & Sewage Overflow report in Chennai South,"Blocked storm water drain causing massive waterlogging in Ashok Nagar 4th Avenue. (Ref Ward-121, Chennai South)",Drainage & Sewage Overflow,drainage,DEPT_DRAINAGE,CRITICAL,Chennai South,Tamil Nadu,RESOLVED,43
IND-GRV-1370,Road Damage & Potholes report in Chennai South,"Bitumen surface damaged with multiple deep ruts near Tambaram railway station flyover. (Ref Ward-12, Chennai South)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Chennai South,Tamil Nadu,CLOSED,34
IND-GRV-1886,Drainage & Sewage Overflow report in Chennai South,"Drainage vault cover broken spilling stinking sludge near West Mambalam. (Ref Ward-157, Chennai South)",Drainage & Sewage Overflow,drainage,DEPT_DRAINAGE,CRITICAL,Chennai South,Tamil Nadu,SUBMITTED,22
IND-GRV-1944,Drainage & Sewage Overflow report in Chennai South,"Stormwater drain choked near Central station causing knee-deep water accumulation. (Ref Ward-55, Chennai South)",Drainage & Sewage Overflow,drainage,DEPT_DRAINAGE,CRITICAL,Chennai South,Tamil Nadu,CLOSED,21
IND-GRV-1538,Road Damage & Potholes report in Tambaram,"Pothole filled with rainwater causing vehicle damage near Chromepet main road. (Ref Ward-44, Tambaram)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Tambaram,Tamil Nadu,CLOSED,10
IND-GRV-5236,Public Infrastructure Damage report in Kanchipuram,"Damaged public bus shelter roof collapsed partially near Koyambedu flyover. (Ref Ward-148, Kanchipuram)",Public Infrastructure Damage,infrastructure,DEPT_WORKS,MEDIUM,Kanchipuram,Tamil Nadu,IN_PROGRESS,10
IND-GRV-5493,Public Infrastructure Damage report in Tiruvallur,"Cracked wall on municipal park boundary in Kilpauk threatening to collapse. (Ref Ward-52, Tiruvallur)",Public Infrastructure Damage,infrastructure,DEPT_WORKS,MEDIUM,Tiruvallur,Tamil Nadu,SUBMITTED,2
IND-GRV-3902,Water Supply Contamination / Burst report in Avadi,"Sewage water mixing into drinking water supply pipeline in Choolaimedu. (Ref Ward-93, Avadi)",Water Supply Contamination / Burst,water,DEPT_WATER,CRITICAL,Avadi,Tamil Nadu,CLOSED,19
IND-GRV-3805,Water Supply Contamination / Burst report in Chennai South,"Low water pressure in municipal supply line affecting upper floor flats in KK Nagar. (Ref Ward-176, Chennai South)",Water Supply Contamination / Burst,water,DEPT_WATER,CRITICAL,Chennai South,Tamil Nadu,CLOSED,0
IND-GRV-3149,Garbage & Waste Disposal report in Chennai North,"Overflowing trash bins on Koyambedu market road causing health risk and stray cattle hazard. (Ref Ward-105, Chennai North)",Garbage & Waste Disposal,garbage,DEPT_SANITATION,MEDIUM,Chennai North,Tamil Nadu,CLOSED,5
IND-GRV-3250,Water Supply Contamination / Burst report in Chennai Central,"Zero water supply in public street tap for 48 hours in Triplicane street. (Ref Ward-58, Chennai Central)",Water Supply Contamination / Burst,water,DEPT_WATER,CRITICAL,Chennai Central,Tamil Nadu,RESOLVED,18
IND-GRV-4685,Streetlights & Electrical Hazards report in Chennai North,"Dark alley due to fused bulb on 5th main road Korattur encouraging antisocial activities. (Ref Ward-63, Chennai North)",Streetlights & Electrical Hazards,streetlights,DEPT_ELECTRICITY,HIGH,Chennai North,Tamil Nadu,IN_PROGRESS,40
IND-GRV-3988,Water Supply Contamination / Burst report in Chennai South,"Low water pressure in municipal supply line affecting upper floor flats in KK Nagar. (Ref Ward-78, Chennai South)",Water Supply Contamination / Burst,water,DEPT_WATER,CRITICAL,Chennai South,Tamil Nadu,IN_PROGRESS,27
IND-GRV-5425,Public Infrastructure Damage report in Kanchipuram,"Damaged traffic barrier and sign board lying on road near Broadway bus stand. (Ref Ward-155, Kanchipuram)",Public Infrastructure Damage,infrastructure,DEPT_WORKS,MEDIUM,Kanchipuram,Tamil Nadu,SUBMITTED,10
IND-GRV-3631,Water Supply Contamination / Burst report in Chennai Central,"Sewage water mixing into drinking water supply pipeline in Choolaimedu. (Ref Ward-21, Chennai Central)",Water Supply Contamination / Burst,water,DEPT_WATER,CRITICAL,Chennai Central,Tamil Nadu,SUBMITTED,26
IND-GRV-5234,Public Infrastructure Damage report in Kanchipuram,"Broken concrete railing on public pedestrian bridge over Cooum river near Chintadripet. (Ref Ward-169, Kanchipuram)",Public Infrastructure Damage,infrastructure,DEPT_WORKS,MEDIUM,Kanchipuram,Tamil Nadu,SUBMITTED,1
IND-GRV-3946,Water Supply Contamination / Burst report in Chennai North,"Low water pressure in municipal supply line affecting upper floor flats in KK Nagar. (Ref Ward-121, Chennai North)",Water Supply Contamination / Burst,water,DEPT_WATER,CRITICAL,Chennai North,Tamil Nadu,CLOSED,23
IND-GRV-2427,Drainage & Sewage Overflow report in Tiruvallur,"Untreated sewage water discharge into open storm channel near Saidapet market. (Ref Ward-41, Tiruvallur)",Drainage & Sewage Overflow,drainage,DEPT_DRAINAGE,CRITICAL,Tiruvallur,Tamil Nadu,RESOLVED,31
IND-GRV-2410,Drainage & Sewage Overflow report in Chennai Central,"Open sewage drain leaking onto public road in Royapettah, risk of cholera and mosquito breeding. (Ref Ward-50, Chennai Central)",Drainage & Sewage Overflow,drainage,DEPT_DRAINAGE,CRITICAL,Chennai Central,Tamil Nadu,RESOLVED,37
IND-GRV-4670,Streetlights & Electrical Hazards report in Tiruvallur,"Streetlight pole rusted at base and tilting precariously near Mylapore tank road. (Ref Ward-163, Tiruvallur)",Streetlights & Electrical Hazards,streetlights,DEPT_ELECTRICITY,HIGH,Tiruvallur,Tamil Nadu,IN_PROGRESS,13
IND-GRV-6223,Other / General Municipal Operations report in Chennai Central,"Overgrown wild vegetation obstructing traffic sight line at Medavakkam junction. (Ref Ward-4, Chennai Central)",Other / General Municipal Operations,other,DEPT_GENERAL,LOW,Chennai Central,Tamil Nadu,CLOSED,14
IND-GRV-3116,Garbage & Waste Disposal report in Avadi,"Illegal dumping of construction debris along ECR road near Thiruvanmiyur beach. (Ref Ward-53, Avadi)",Garbage & Waste Disposal,garbage,DEPT_SANITATION,MEDIUM,Avadi,Tamil Nadu,IN_PROGRESS,5
IND-GRV-3054,Garbage & Waste Disposal report in Chennai North,"Stinking fish market waste left uncollected near Kasimedu harbor road. (Ref Ward-95, Chennai North)",Garbage & Waste Disposal,garbage,DEPT_SANITATION,MEDIUM,Chennai North,Tamil Nadu,CLOSED,20
IND-GRV-2613,Garbage & Waste Disposal report in Avadi,"Stinking fish market waste left uncollected near Kasimedu harbor road. (Ref Ward-187, Avadi)",Garbage & Waste Disposal,garbage,DEPT_SANITATION,MEDIUM,Avadi,Tamil Nadu,RESOLVED,33
IND-GRV-4682,Streetlights & Electrical Hazards report in Kanchipuram,"Dark alley due to fused bulb on 5th main road Korattur encouraging antisocial activities. (Ref Ward-95, Kanchipuram)",Streetlights & Electrical Hazards,streetlights,DEPT_ELECTRICITY,HIGH,Kanchipuram,Tamil Nadu,CLOSED,44
IND-GRV-3956,Water Supply Contamination / Burst report in Kanchipuram,"Water distribution pipe valve broken causing continuous gushing near Park Town. (Ref Ward-152, Kanchipuram)",Water Supply Contamination / Burst,water,DEPT_WATER,CRITICAL,Kanchipuram,Tamil Nadu,SUBMITTED,2
IND-GRV-2556,Garbage & Waste Disposal report in Kanchipuram,"Commercial waste dumped openly near Triplicane residential area without timely collection. (Ref Ward-50, Kanchipuram)",Garbage & Waste Disposal,garbage,DEPT_SANITATION,MEDIUM,Kanchipuram,Tamil Nadu,CLOSED,10
IND-GRV-2543,Garbage & Waste Disposal report in Avadi,"Trash overflowing from public dustbins onto pedestrian walkway near Egmore station. (Ref Ward-134, Avadi)",Garbage & Waste Disposal,garbage,DEPT_SANITATION,MEDIUM,Avadi,Tamil Nadu,CLOSED,11
IND-GRV-2917,Garbage & Waste Disposal report in Tambaram,"Trash overflowing from public dustbins onto pedestrian walkway near Egmore station. (Ref Ward-69, Tambaram)",Garbage & Waste Disposal,garbage,DEPT_SANITATION,MEDIUM,Tambaram,Tamil Nadu,SUBMITTED,40
IND-GRV-4057,Streetlights & Electrical Hazards report in Avadi,"Hanging live electrical wire from utility pole near primary school in OMR Perungudi. (Ref Ward-80, Avadi)",Streetlights & Electrical Hazards,streetlights,DEPT_ELECTRICITY,HIGH,Avadi,Tamil Nadu,RESOLVED,40
IND-GRV-1076,Road Damage & Potholes report in Chennai North,"Dangerous deep pothole on Anna Salai near Thousand Lights metro station causing traffic blockage and accidents. (Ref Ward-198, Chennai North)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Chennai North,Tamil Nadu,IN_PROGRESS,40
IND-GRV-2316,Drainage & Sewage Overflow report in Chennai Central,"Open sewage drain leaking onto public road in Royapettah, risk of cholera and mosquito breeding. (Ref Ward-179, Chennai Central)",Drainage & Sewage Overflow,drainage,DEPT_DRAINAGE,CRITICAL,Chennai Central,Tamil Nadu,SUBMITTED,6
IND-GRV-1531,Road Damage & Potholes report in Chennai North,"Missing manhole cover on foot path near Guindy bus stop creates immediate life hazard for pedestrians. (Ref Ward-132, Chennai North)",Road Damage & Potholes,roads,DEPT_ROADS,HIGH,Chennai North,Tamil Nadu,SUBMITTED,29
IND-GRV-3374,Water Supply Contamination / Burst report in Kanchipuram,"Low water pressure in municipal supply line affecting upper floor flats in KK Nagar. (Ref Ward-200, Kanchipuram)",Water Supply Contamination / Burst,water,DEPT_WATER,CRITICAL,Kanchipuram,Tamil Nadu,SUBMITTED,16
IND-GRV-5165,Public Infrastructure Damage report in Tambaram,"Broken concrete railing on public pedestrian bridge over Cooum river near Chintadripet. (Ref Ward-175, Tambaram)",Public Infrastructure Damage,infrastructure,DEPT_WORKS,MEDIUM,Tambaram,Tamil Nadu,RESOLVED,14
IND-GRV-3685,Water Supply Contamination / Burst report in Tiruvallur,"Low water pressure in municipal supply line affecting upper floor flats in KK Nagar. (Ref Ward-161, Tiruvallur)",Water Supply Contamination / Burst,water,DEPT_WATER,CRITICAL,Tiruvallur,Tamil Nadu,RESOLVED,39
IND-GRV-4082,Streetlights & Electrical Hazards report in Avadi,"Streetlight pole rusted at base and tilting precariously near Mylapore tank road. (Ref Ward-198, Avadi)",Streetlights & Electrical Hazards,streetlights,DEPT_ELECTRICITY,HIGH,Avadi,Tamil Nadu,CLOSED,25
IND-GRV-4415,Streetlights & Electrical Hazards report in Chennai South,"Transformer sparking and emitting loud noise near residential apartments in Alwarpet. (Ref Ward-34, Chennai South)",Streetlights & Electrical Hazards,streetlights,DEPT_ELECTRICITY,HIGH,Chennai South,Tamil Nadu,RESOLVED,28
IND-GRV-4148,Streetlights & Electrical Hazards report in Chennai Central,"Flickering high-mast lamp near Central station pedestrian crossing. (Ref Ward-83, Chennai Central)",Streetlights & Electrical Hazards,streetlights,DEPT_ELECTRICITY,HIGH,Chennai Central,Tamil Nadu,SUBMITTED,39
IND-GRV-3640,Water Supply Contamination / Burst report in Tambaram,"Water distribution pipe valve broken causing continuous gushing near Park Town. (Ref Ward-162, Tambaram)",Water Supply Contamination / Burst,water,DEPT_WATER,CRITICAL,Tambaram,Tamil Nadu,SUBMITTED,27
IND-GRV-3884,Water Supply Contamination / Burst report in Tambaram,"Water distribution pipe valve broken causing continuous gushing near Park Town. (Ref Ward-63, Tambaram)",Water Supply Contamination / Burst,water,DEPT_WATER,CRITICAL,Tambaram,Tamil Nadu,SUBMITTED,15
